opportunity_id,customer_id,product_id,account_manager_id,stage_id,contract_type_id,opportunity_type,expected_value,probability_percent,renewal_date,created_date
5115,1559,5,30,2,2,Expansion,119424,47,2026-01-16,2025-09-18
5116,878,3,16,4,2,Renewal,162975,55,2025-11-19,2025-06-15
5117,1481,1,11,1,3,Renewal,116648,56,2025-06-07,2025-01-27
5118,1227,5,14,3,2,Expansion,27464,22,2026-01-06,2025-07-11
5119,11,3,20,2,2,Renewal,118220,74,2025-09-21,2025-08-22
5120,1788,2,14,3,2,Expansion,170001,73,2025-08-12,2025-07-02
5121,1118,1,26,3,3,New,114183,62,2025-05-13,2025-01-04
5122,1039,2,17,3,1,New,197701,47,2025-07-08,2025-02-22
5123,1563,4,11,1,3,New,177567,30,2025-03-26,2025-01-15
5124,686,2,4,2,1,Expansion,157083,11,2025-09-25,2025-03-31
5125,1478,3,9,4,1,Renewal,245412,73,2025-10-13,2025-07-13
5126,1959,1,29,3,3,Renewal,131644,43,2025-10-22,2025-08-30
5127,1373,1,5,5,2,Expansion,82298,57,2026-01-13,2025-10-14
5128,1119,3,8,2,2,Expansion,141130,94,2025-11-23,2025-05-31
5129,1285,5,22,5,1,Renewal,123575,85,2025-09-22,2025-06-27
5130,1889,5,23,3,1,New,44988,80,2025-12-21,2025-08-31
5131,266,1,19,1,1,Expansion,153709,21,2025-12-28,2025-09-12
5132,937,2,25,1,1,New,30856,46,2025-11-04,2025-08-05
5133,868,1,19,5,3,Expansion,198216,22,2025-05-18,2025-01-28
5134,6,3,22,3,3,Expansion,207110,59,2025-07-17,2025-02-22
5135,1971,3,2,1,3,Expansion,104934,88,2026-01-10,2025-09-09
5136,426,3,30,3,2,New,167399,44,2025-05-19,2025-03-28
5137,1467,3,6,1,3,New,143411,47,2025-07-26,2025-02-15
5138,1117,4,11,3,3,New,19447,69,2026-02-28,2025-10-08
5139,665,3,2,3,2,Expansion,41308,52,2025-04-14,2025-03-03
5140,420,4,12,4,2,Expansion,10583,66,2026-02-28,2025-10-24
5141,1849,1,28,4,1,Renewal,248076,95,2026-02-01,2025-08-05
5142,231,2,25,3,1,New,55045,79,2025-11-03,2025-05-15
5143,778,5,11,3,3,Renewal,227519,56,2025-12-12,2025-10-03
5144,949,1,23,4,3,Expansion,172367,26,2025-07-25,2025-03-11
5145,1718,1,27,3,2,Renewal,157679,95,2025-06-15,2025-05-09
5146,1816,1,28,5,3,New,56687,73,2025-10-06,2025-08-06
5147,23,2,23,2,2,Expansion,223452,19,2025-04-17,2025-03-12
5148,1563,3,12,5,3,Renewal,213858,59,2025-12-23,2025-10-26
5149,1949,4,7,3,3,Expansion,78512,34,2026-02-10,2025-10-15
5150,1353,4,7,2,2,Expansion,103985,82,2025-12-27,2025-09-20
5151,1419,1,8,5,3,New,134138,77,2025-10-12,2025-09-12
5152,1150,5,3,1,1,Expansion,198968,39,2025-09-28,2025-04-30
5153,668,2,7,2,1,New,79717,40,2025-07-05,2025-03-27
5154,1290,4,1,4,1,Expansion,47893,72,2026-02-16,2025-09-15
5155,853,2,8,5,2,Expansion,209088,88,2025-07-01,2025-01-21
5156,141,2,22,2,1,New,203032,16,2025-11-22,2025-09-17
5157,1801,1,10,3,3,New,87002,94,2025-08-22,2025-05-03
5158,1237,4,17,5,1,Renewal,118890,42,2026-02-25,2025-10-28
5159,229,1,26,3,1,Expansion,185273,53,2025-02-11,2025-01-09
5160,1602,2,17,3,1,New,44894,45,2025-07-26,2025-02-19
5161,1447,1,18,2,3,Renewal,215852,22,2025-10-06,2025-05-03
5162,1385,3,7,3,1,Expansion,68763,17,2025-11-22,2025-06-24
5163,350,3,23,1,2,Expansion,68518,38,2025-09-01,2025-05-06
5164,236,2,14,5,1,Expansion,209244,30,2025-03-16,2025-01-25
5165,1800,3,28,2,3,Renewal,190585,72,2026-01-21,2025-08-03
5166,590,4,6,1,1,Renewal,111023,67,2025-02-17,2025-01-05
5167,337,1,17,2,1,Renewal,225861,26,2025-06-19,2025-05-18
5168,1720,4,14,3,3,Renewal,176911,91,2025-09-14,2025-06-22
5169,313,5,5,1,3,New,74287,52,2025-03-19,2025-01-23
5170,492,3,9,5,2,Expansion,152021,84,2025-07-23,2025-06-17
5171,272,5,3,5,2,Renewal,143361,84,2025-09-10,2025-05-12
5172,1370,5,9,5,2,New,46909,55,2025-10-27,2025-05-31
5173,1350,1,10,4,2,Renewal,216276,49,2025-05-02,2025-03-06
5174,1714,3,14,2,3,Renewal,77405,85,2025-04-08,2025-01-01
5175,667,1,28,3,2,Renewal,77789,49,2025-12-04,2025-08-04
5176,634,5,3,3,3,Expansion,93414,30,2025-08-15,2025-06-12
5177,1818,5,25,5,3,Renewal,184677,60,2025-10-07,2025-06-02
5178,1771,1,29,5,3,New,70119,13,2025-08-07,2025-05-09
5179,975,5,10,2,1,Renewal,72284,86,2025-05-18,2025-02-20
5180,1440,5,20,4,2,Renewal,78323,77,2025-07-16,2025-04-23
5181,994,4,29,2,3,Renewal,213737,66,2025-07-04,2025-03-04
5182,1712,2,6,3,1,Expansion,53035,50,2025-03-24,2025-01-01
5183,1388,2,9,1,1,New,85490,70,2025-05-27,2025-03-12
5184,1997,4,30,2,1,Renewal,126535,48,2025-07-08,2025-02-05
5185,444,4,2,1,2,Expansion,71920,30,2025-10-20,2025-05-01
5186,1285,5,29,4,2,New,64981,38,2025-09-18,2025-07-10
5187,2,5,11,5,1,Expansion,177813,68,2025-11-05,2025-07-07
5188,1903,5,29,2,2,Expansion,69340,30,2025-07-29,2025-02-14
5189,576,3,29,1,3,Expansion,25974,81,2026-01-21,2025-09-25
5190,1155,5,17,1,3,Expansion,42103,22,2025-08-03,2025-05-19
5191,246,4,27,5,1,Renewal,84791,27,2025-05-17,2025-01-02
5192,389,2,22,5,3,Renewal,181942,50,2025-09-09,2025-06-23
5193,401,2,10,5,3,Expansion,128946,22,2025-10-17,2025-08-16
5194,26,3,2,5,3,Renewal,66547,33,2025-08-05,2025-05-30
5195,1588,2,27,1,1,New,170670,92,2025-07-08,2025-02-11
5196,229,4,7,2,1,Expansion,86910,92,2025-05-27,2025-04-27
5197,1057,4,25,2,2,Expansion,76713,71,2025-12-15,2025-09-15
5198,1509,1,30,4,1,Renewal,244775,27,2025-04-25,2025-02-12
5199,1016,5,26,5,3,New,123160,86,2025-03-23,2025-02-09
5200,622,1,19,5,3,Renewal,56965,70,2025-07-04,2025-03-25
5201,1335,5,12,2,1,Expansion,125514,59,2026-04-17,2025-10-20
5202,1669,1,12,2,3,Renewal,65182,20,2025-08-09,2025-02-16
5203,1010,5,19,3,1,New,121733,61,2025-08-16,2025-07-03
5204,1801,5,2,1,2,Renewal,82363,47,2025-03-18,2025-01-11
5205,897,4,2,1,3,Renewal,236831,26,2025-06-17,2025-04-24
5206,282,3,27,4,2,New,34145,13,2025-02-21,2025-01-18
5207,791,4,25,5,2,Renewal,133594,49,2025-10-29,2025-05-03
5208,1317,2,18,3,2,Renewal,177481,21,2026-01-13,2025-10-07
5209,1030,1,28,4,1,New,235702,16,2025-05-28,2025-04-01
5210,1213,1,18,2,1,Renewal,116705,34,2025-11-03,2025-08-31
5211,1691,1,3,2,3,Expansion,184002,76,2025-04-09,2025-01-17
5212,178,1,5,4,1,New,70941,66,2025-05-15,2025-01-13
5213,786,4,22,3,3,New,199451,32,2025-09-07,2025-06-29
5214,1180,2,11,3,2,New,98255,45,2026-01-15,2025-09-11
5215,1663,1,14,5,1,New,87829,57,2025-08-13,2025-07-01
5216,789,3,8,3,3,Renewal,233665,46,2025-06-13,2025-03-23
5217,327,3,14,4,2,Renewal,237258,59,2025-05-17,2025-03-06
5218,1867,4,13,1,2,New,89726,92,2026-02-10,2025-08-14
5219,569,3,25,3,1,Expansion,208214,28,2025-08-12,2025-05-31
5220,89,3,20,4,2,Expansion,48619,56,2025-10-20,2025-05-28
5221,108,4,9,2,2,Expansion,31785,89,2025-09-01,2025-07-23
5222,1325,2,10,5,3,Renewal,137354,38,2025-04-03,2025-02-05
5223,96,1,12,4,2,New,71486,82,2025-09-24,2025-07-09
5224,197,3,9,2,2,Expansion,11266,21,2025-08-01,2025-06-27
5225,1519,3,7,4,3,Expansion,216818,17,2026-02-09,2025-09-26
5226,55,5,26,5,1,Expansion,98710,77,2025-11-06,2025-07-09
5227,1321,2,14,3,2,Renewal,78920,91,2026-03-08,2025-10-15
5228,1568,5,15,5,3,Renewal,212361,71,2025-07-17,2025-05-14
5229,1503,3,30,2,3,New,162281,92,2025-05-17,2025-01-30
5230,788,5,6,4,2,Renewal,115797,75,2025-11-06,2025-05-11
5231,1815,5,11,1,3,Renewal,243263,67,2026-02-12,2025-09-25
5232,1898,2,25,3,1,Expansion,24870,75,2025-06-19,2025-02-24
5233,12,5,28,4,2,New,146954,86,2025-09-16,2025-05-14
5234,221,5,29,2,3,Renewal,247398,30,2025-10-08,2025-05-26
5235,146,5,20,5,1,Renewal,131676,53,2025-06-22,2025-03-29
5236,1843,1,1,1,3,New,48507,89,2025-11-13,2025-07-08
5237,652,1,26,5,2,New,101976,67,2025-06-01,2025-01-29
5238,1669,2,2,5,3,Expansion,74404,58,2025-05-06,2025-02-09
5239,1293,1,3,3,2,Expansion,221549,62,2025-07-17,2025-05-21
5240,1962,4,6,5,3,Renewal,85752,19,2025-04-24,2025-01-30
5241,1010,3,17,1,2,Expansion,158973,38,2025-08-31,2025-03-20
5242,546,1,3,1,2,Expansion,30345,34,2025-04-21,2025-01-18
5243,993,1,20,4,1,Expansion,148681,43,2025-12-24,2025-07-30
5244,117,5,15,4,3,Renewal,71375,70,2025-06-17,2025-04-21
5245,1643,5,26,2,2,Renewal,100449,88,2025-08-30,2025-03-28
5246,848,1,3,1,1,Renewal,114782,91,2026-01-12,2025-08-15
5247,106,1,20,4,1,Renewal,26512,75,2025-06-23,2025-04-21
5248,1290,4,13,1,3,Expansion,12276,58,2025-03-20,2025-02-18
5249,1865,3,26,2,2,New,20751,10,2025-10-28,2025-09-13
5250,206,1,30,2,1,Expansion,44710,24,2025-08-06,2025-03-28
5251,1698,2,28,5,1,New,93527,22,2025-03-21,2025-01-19
5252,1560,5,30,1,3,Expansion,109300,82,2025-07-18,2025-04-11
5253,1205,1,1,4,2,New,124391,88,2026-02-22,2025-09-23
5254,82,1,10,5,2,New,30802,20,2025-11-02,2025-08-06
5255,1145,2,24,2,2,New,39379,82,2025-10-18,2025-07-15
5256,1868,5,30,3,3,Renewal,175444,59,2025-07-22,2025-03-04
5257,299,1,3,4,1,Renewal,237444,29,2025-09-19,2025-06-17
5258,1612,5,13,3,2,Expansion,19445,30,2025-07-31,2025-05-22
5259,172,5,22,2,2,Renewal,228583,43,2025-11-07,2025-09-26
5260,1425,4,12,5,2,Renewal,10517,31,2025-08-05,2025-05-31
5261,1333,2,14,2,1,Expansion,108251,32,2025-06-25,2025-04-27
5262,949,3,10,5,2,New,140478,25,2025-06-18,2025-04-10
5263,317,1,13,1,3,New,64095,88,2025-04-10,2025-03-08
5264,217,5,14,4,2,Expansion,228025,69,2025-09-09,2025-05-24
5265,1812,2,6,5,3,New,138239,80,2025-06-12,2025-01-06
5266,1260,1,2,3,3,Renewal,123350,39,2025-07-14,2025-01-17
5267,855,4,28,4,2,Expansion,55779,82,2025-08-20,2025-07-13
5268,321,5,28,4,3,Renewal,91759,88,2025-03-17,2025-02-05
5269,1623,4,4,4,2,Renewal,225414,86,2025-09-20,2025-06-17
5270,1307,5,28,3,3,Renewal,89871,62,2025-11-22,2025-06-26
5271,1469,1,8,4,1,Renewal,100327,35,2025-07-22,2025-05-11
5272,1029,5,7,2,3,New,248268,69,2025-06-27,2025-04-21
5273,1651,4,25,4,2,New,93994,42,2026-01-13,2025-10-01
5274,1024,3,25,5,2,Expansion,122288,49,2025-10-03,2025-06-25
5275,121,2,29,1,3,New,17317,29,2025-06-07,2025-02-21
5276,788,4,11,5,2,New,104136,35,2026-03-31,2025-10-11
5277,441,2,8,3,2,Renewal,199594,41,2025-08-19,2025-04-22
5278,855,5,26,2,1,Renewal,212949,77,2025-12-02,2025-08-01
5279,1374,3,10,5,3,Expansion,48996,95,2025-03-30,2025-01-03
5280,1260,5,1,1,1,New,71016,91,2026-01-05,2025-08-27
5281,1623,5,3,3,3,Renewal,129782,71,2025-03-01,2025-01-05
5282,1796,1,4,1,2,New,206265,77,2025-07-02,2025-02-25
5283,434,1,12,2,3,New,81650,30,2025-11-25,2025-10-08
5284,734,5,15,4,2,New,20237,83,2025-06-08,2025-02-02
5285,1840,5,15,3,1,Renewal,106763,66,2025-05-11,2025-03-12
5286,132,1,21,5,3,Expansion,227437,21,2025-03-10,2025-02-01
5287,1185,3,10,2,1,New,19304,27,2026-01-25,2025-08-24
5288,284,1,22,4,2,Renewal,114065,82,2025-08-04,2025-05-29
5289,1318,4,21,2,3,Renewal,12233,91,2025-12-10,2025-09-27
5290,1769,2,30,2,2,Expansion,222297,66,2025-10-28,2025-08-02
5291,1314,1,3,3,1,New,30751,17,2025-12-17,2025-08-23
5292,1761,5,17,4,1,Renewal,82435,23,2025-08-02,2025-05-17
5293,1478,3,5,5,1,New,18057,58,2025-09-16,2025-05-12
5294,577,2,17,2,3,Renewal,142712,18,2026-01-04,2025-07-31
5295,1452,2,23,5,3,Renewal,165993,50,2025-07-22,2025-06-09
5296,1091,3,22,4,2,Renewal,74520,81,2026-02-07,2025-10-26
5297,1797,3,5,5,3,Expansion,136962,30,2025-09-29,2025-06-06
5298,939,5,18,5,3,Renewal,56794,33,2025-09-22,2025-05-28
5299,1418,3,1,3,1,Renewal,42012,12,2025-03-04,2025-01-05
5300,1303,5,20,4,1,Renewal,38708,70,2026-01-28,2025-08-17
5301,1639,3,12,2,3,Renewal,203700,93,2025-05-15,2025-01-17
5302,1441,5,18,4,2,New,43568,65,2025-06-25,2025-04-01
5303,1161,3,26,2,3,Expansion,228900,11,2025-03-20,2025-01-17
5304,710,3,7,5,2,Renewal,235615,94,2025-08-06,2025-04-04
5305,1420,2,15,4,3,Renewal,205649,37,2025-05-09,2025-02-24
5306,324,3,12,5,3,New,230272,72,2025-03-19,2025-01-17
5307,195,1,3,4,2,Renewal,41961,72,2025-07-23,2025-05-02
5308,1142,2,14,2,2,Renewal,228184,82,2025-06-01,2025-04-01
5309,178,3,14,5,2,Expansion,91648,38,2026-03-16,2025-10-11
5310,975,1,15,1,1,Expansion,94844,87,2025-08-18,2025-04-21
5311,1371,5,22,5,1,Expansion,249334,17,2025-10-08,2025-06-29
5312,1837,2,11,4,1,Renewal,199159,71,2025-09-05,2025-04-20
5313,408,2,28,1,2,Expansion,31612,29,2025-03-08,2025-01-01
5314,862,5,22,4,3,Renewal,86876,29,2026-01-30,2025-08-30
5315,211,3,8,4,3,Expansion,125274,27,2025-06-16,2025-01-25
5316,1936,3,2,4,2,Expansion,171469,85,2025-04-26,2025-02-23
5317,1120,3,28,4,3,New,96410,82,2025-09-02,2025-05-21
5318,861,3,27,5,1,Renewal,63860,22,2025-04-05,2025-02-12
5319,782,5,11,3,1,Expansion,54603,59,2025-04-30,2025-03-06
5320,85,4,23,1,3,New,74363,62,2025-07-20,2025-05-08
5321,1403,3,24,1,3,Renewal,95285,31,2025-05-07,2025-03-16
5322,1678,3,13,1,1,Expansion,192256,17,2025-11-13,2025-08-14
5323,1056,4,3,3,3,New,85793,51,2025-09-04,2025-05-19
5324,61,1,15,3,2,Renewal,223614,67,2026-02-05,2025-09-08
5325,249,3,29,4,3,New,226280,54,2025-07-29,2025-02-21
5326,199,4,8,2,1,Expansion,242168,56,2025-07-25,2025-04-24
5327,888,2,2,3,2,Renewal,202570,55,2026-02-01,2025-08-26
5328,828,1,15,1,1,Expansion,226869,53,2025-06-07,2025-01-12
5329,782,4,14,1,2,Expansion,160884,92,2025-08-05,2025-07-02
5330,1918,3,23,2,2,Expansion,31463,16,2026-01-12,2025-08-04
5331,840,3,12,2,1,New,111054,42,2025-12-20,2025-09-12
5332,1329,3,3,2,3,Expansion,81308,11,2025-08-02,2025-05-14
5333,893,5,10,5,1,New,93454,84,2025-08-29,2025-07-18
5334,11,1,18,2,1,Renewal,246368,75,2025-11-03,2025-09-07
5335,1295,2,17,5,1,Renewal,165298,37,2025-12-31,2025-10-25
5336,167,5,4,5,3,Expansion,160916,38,2025-12-10,2025-10-14
5337,1095,4,29,5,1,New,35250,62,2025-07-20,2025-06-20
5338,1737,5,3,4,3,New,104906,68,2025-09-05,2025-08-04
5339,1048,1,17,4,3,Renewal,125221,50,2025-05-07,2025-03-06
5340,269,3,20,1,2,Expansion,43736,76,2025-07-08,2025-04-26
5341,220,4,28,4,2,New,218045,20,2026-02-09,2025-09-07
5342,160,2,3,5,2,New,246157,47,2026-01-19,2025-10-19
5343,491,3,5,4,3,Expansion,121863,33,2025-10-21,2025-06-26
5344,506,4,14,3,1,Renewal,34334,76,2025-06-27,2025-03-07
5345,1544,4,21,3,1,New,110498,37,2025-07-22,2025-02-26
5346,961,1,25,3,2,Expansion,150195,34,2025-10-13,2025-07-31
5347,191,2,10,1,1,New,215576,52,2025-04-01,2025-01-13
5348,581,4,1,4,2,Renewal,165387,63,2026-02-05,2025-09-16
5349,914,3,21,3,2,Expansion,193460,50,2025-09-07,2025-06-05
5350,292,1,17,4,1,New,171163,81,2025-05-28,2025-04-01
5351,1832,3,29,3,3,New,152423,72,2025-12-09,2025-08-30
5352,1843,3,2,2,1,Expansion,99244,18,2025-08-04,2025-04-17
5353,777,3,2,5,3,Expansion,183736,63,2025-10-30,2025-06-15
5354,1153,4,23,2,3,Renewal,138552,44,2025-10-30,2025-05-31
5355,161,2,10,1,1,Renewal,98988,40,2025-12-25,2025-09-23
5356,1770,1,1,4,2,Renewal,213564,68,2025-08-02,2025-03-11
5357,1719,4,12,4,1,Expansion,196926,15,2026-01-08,2025-08-04
5358,101,2,29,5,1,Renewal,66099,58,2026-01-15,2025-08-14
5359,525,3,28,1,1,Expansion,236056,81,2025-07-29,2025-05-09
5360,961,1,24,1,3,Expansion,58761,17,2025-04-02,2025-01-07
5361,1879,3,2,5,3,Renewal,74359,52,2025-12-04,2025-09-19
5362,1508,1,30,4,1,New,190219,27,2025-04-22,2025-01-28
5363,1361,1,14,4,2,Expansion,83777,65,2025-08-27,2025-07-04
5364,1909,3,16,5,3,Expansion,140647,92,2026-02-08,2025-08-28
5365,1049,3,12,5,3,Expansion,194690,72,2025-11-28,2025-07-02
5366,1190,4,3,1,2,Expansion,239061,86,2025-07-11,2025-02-14
5367,1726,3,14,1,3,Expansion,237417,88,2025-06-03,2025-01-28
5368,1451,2,26,2,3,New,198154,83,2025-08-24,2025-07-01
5369,1104,2,5,4,3,Renewal,145461,60,2025-12-30,2025-07-20
5370,1111,5,19,5,2,New,48299,12,2025-04-09,2025-01-11
5371,1930,4,26,3,1,New,178159,39,2025-05-17,2025-01-26
5372,536,1,4,3,1,New,20311,66,2025-11-30,2025-07-28
5373,1652,2,7,3,1,Renewal,229979,82,2025-09-27,2025-05-25
5374,896,1,8,5,2,Renewal,236199,19,2025-07-03,2025-01-16
5375,1611,5,6,5,2,Expansion,24086,48,2025-09-02,2025-06-12
5376,1960,4,18,4,2,Renewal,28313,28,2026-03-11,2025-10-18
5377,1006,4,5,1,3,Expansion,234759,35,2025-10-05,2025-06-21
5378,658,4,25,1,2,Expansion,199073,39,2025-06-29,2025-03-03
5379,405,5,21,2,3,Expansion,240528,48,2026-04-08,2025-10-13
5380,1461,3,8,1,1,Renewal,238102,16,2025-06-29,2025-01-17
5381,1182,1,10,1,1,Expansion,237449,32,2025-07-19,2025-05-24
5382,924,1,7,4,3,Expansion,75936,33,2025-10-07,2025-05-05
5383,509,2,3,2,2,New,224237,91,2025-07-05,2025-03-18
5384,599,4,4,5,3,New,245563,71,2025-09-30,2025-07-21
5385,1556,4,26,4,3,Expansion,233755,94,2025-08-05,2025-05-31
5386,1249,2,4,1,1,Expansion,139764,27,2025-12-18,2025-09-11
5387,1571,2,3,3,1,Expansion,246694,71,2025-07-27,2025-06-22
5388,1912,4,22,5,2,Renewal,71851,20,2025-07-01,2025-04-26
5389,1408,1,22,3,3,New,112101,20,2025-11-22,2025-08-03
5390,1250,4,13,2,2,New,34092,45,2025-11-29,2025-06-29
5391,869,3,30,5,3,New,123636,74,2025-10-22,2025-08-12
5392,905,5,12,4,2,New,35304,69,2025-05-18,2025-03-04
5393,1179,5,19,2,3,Renewal,181896,87,2025-07-20,2025-02-14
5394,1478,4,1,4,3,Expansion,12964,10,2025-05-19,2025-03-07
5395,899,5,28,4,1,New,203084,45,2025-09-30,2025-06-06
5396,907,5,28,3,1,Renewal,10020,11,2025-10-09,2025-04-23
5397,1026,1,14,3,2,Expansion,245427,53,2026-02-01,2025-10-16
5398,1223,1,22,5,2,Renewal,152291,92,2025-11-12,2025-06-05
5399,1428,3,20,2,3,New,56770,10,2025-10-13,2025-04-18
5400,342,4,18,4,3,Renewal,133419,13,2025-09-13,2025-04-16
5401,763,4,18,3,2,New,95899,71,2025-11-07,2025-07-17
5402,9,5,5,3,3,Expansion,119720,46,2025-05-20,2025-04-16
5403,229,2,5,2,1,Renewal,100704,68,2025-08-12,2025-07-09
5404,156,2,6,4,2,Expansion,90192,40,2025-08-10,2025-07-11
5405,576,3,12,4,1,Expansion,35701,46,2025-12-26,2025-10-19
5406,1961,4,14,2,1,Renewal,221799,94,2025-10-12,2025-05-10
5407,878,1,7,5,1,New,221147,74,2025-07-03,2025-01-31
5408,125,1,5,3,2,New,147787,77,2025-11-15,2025-08-08
5409,1289,4,21,5,1,Expansion,166714,87,2025-12-18,2025-07-19
5410,501,2,25,5,1,Expansion,74427,74,2025-06-30,2025-04-11
5411,914,4,18,5,1,Expansion,154624,61,2026-03-22,2025-09-25
5412,307,3,17,1,2,New,65153,81,2026-01-25,2025-08-11
5413,1866,4,12,2,3,Renewal,47237,41,2025-07-29,2025-06-20
5414,1656,5,27,5,1,Expansion,135808,79,2025-12-07,2025-09-09
5415,1294,3,5,1,3,Expansion,168238,76,2025-05-19,2025-01-13
5416,524,5,13,1,3,Expansion,61634,36,2025-08-12,2025-05-29
5417,1862,5,24,3,1,Expansion,151867,60,2025-11-03,2025-08-26
5418,316,4,22,4,1,Renewal,150143,21,2025-06-23,2025-01-29
5419,902,4,24,4,3,Expansion,233706,62,2025-11-11,2025-08-15
5420,1233,4,3,5,1,Renewal,169594,15,2025-12-27,2025-07-03
5421,543,4,17,5,3,New,69683,37,2025-05-19,2025-01-17
5422,1418,4,9,1,3,Renewal,121271,30,2025-07-16,2025-05-12
5423,241,1,23,2,1,Renewal,49695,45,2026-03-11,2025-10-12
5424,385,4,12,1,3,Renewal,150652,45,2025-08-12,2025-02-26
5425,1545,4,3,2,1,New,162127,48,2025-05-23,2025-01-11
5426,1935,3,16,2,2,Renewal,132449,61,2025-10-02,2025-04-15
5427,975,2,26,4,3,New,193403,76,2025-07-23,2025-06-15
5428,953,2,18,3,1,New,143201,92,2025-12-12,2025-07-01
5429,56,5,20,5,3,Expansion,122390,65,2025-12-29,2025-10-19
5430,1999,3,21,3,3,Expansion,14303,51,2025-05-12,2025-02-03
5431,59,3,17,4,3,Renewal,68586,54,2026-01-10,2025-09-07
5432,463,3,26,3,1,New,110061,47,2026-02-24,2025-10-17
5433,1466,1,16,4,3,New,160437,87,2026-01-09,2025-08-16
5434,307,2,5,4,2,New,238131,58,2025-06-05,2025-02-13
5435,486,1,1,2,2,Expansion,12912,27,2025-12-25,2025-08-24
5436,123,4,27,4,3,Expansion,133304,65,2026-01-16,2025-10-16
5437,1417,1,29,3,1,Renewal,76098,55,2025-10-22,2025-05-04
5438,1330,5,22,1,1,New,123990,76,2025-04-16,2025-02-06
5439,1020,3,28,1,1,Renewal,16631,61,2025-06-10,2025-02-11
5440,1085,3,30,5,1,Renewal,237180,84,2025-05-27,2025-03-22
5441,525,3,12,4,2,New,57903,37,2025-06-04,2025-04-03
5442,622,5,20,3,2,Expansion,211009,20,2025-10-01,2025-04-08
5443,766,1,30,4,2,New,157851,86,2025-07-04,2025-04-12
5444,489,5,3,3,2,Renewal,163039,51,2025-12-07,2025-10-28
5445,28,3,24,4,3,New,106818,18,2025-05-27,2025-01-07
5446,843,1,21,1,1,Expansion,146025,72,2025-07-09,2025-05-30
5447,1653,5,21,1,1,Expansion,128850,34,2025-05-19,2025-01-13
5448,1628,5,8,5,1,Expansion,28153,45,2025-08-12,2025-06-10
5449,903,5,19,5,3,Expansion,242992,82,2025-09-25,2025-07-23
5450,1181,2,1,2,3,New,85208,17,2025-09-08,2025-07-04
5451,1030,3,2,3,2,Expansion,236588,16,2025-12-31,2025-10-14
5452,219,5,4,2,3,Renewal,117058,16,2025-10-31,2025-05-15
5453,1525,5,19,4,2,Expansion,79060,88,2025-11-26,2025-10-10
5454,1994,3,9,1,3,Renewal,239084,40,2026-02-22,2025-10-06
5455,631,4,3,5,1,Renewal,247101,73,2025-06-01,2025-01-27
5456,1046,4,10,5,2,New,19681,53,2025-11-28,2025-07-24
5457,461,1,28,1,2,Renewal,112890,10,2026-02-13,2025-10-27
5458,1283,4,28,1,2,Renewal,12755,22,2025-06-06,2025-03-12
5459,108,4,13,3,2,Renewal,123446,17,2025-08-10,2025-07-04
5460,1265,1,27,5,2,Renewal,178799,57,2026-01-09,2025-08-23
5461,993,5,29,5,1,Expansion,226551,70,2026-01-22,2025-10-21
5462,198,5,10,4,2,Expansion,69179,69,2025-09-10,2025-03-19
5463,86,2,11,2,1,Expansion,191903,82,2025-08-21,2025-07-18
5464,256,1,5,4,2,Renewal,247638,44,2025-10-30,2025-09-12
5465,384,3,22,2,1,New,31144,22,2025-08-05,2025-02-08
5466,268,4,21,4,3,New,45037,40,2026-01-29,2025-09-06
5467,1296,5,4,2,1,New,11949,88,2026-01-03,2025-10-03
5468,539,3,6,2,2,Renewal,149987,11,2025-08-04,2025-04-17
5469,445,2,24,2,3,Renewal,126123,43,2025-07-21,2025-03-20
5470,656,4,29,5,2,Expansion,118509,78,2025-05-13,2025-01-18
5471,84,1,2,3,3,Expansion,160934,94,2025-09-22,2025-06-29
5472,238,3,16,3,1,New,249302,21,2025-09-17,2025-06-10
5473,1403,5,23,3,2,Renewal,151677,23,2025-11-25,2025-10-14
5474,930,5,30,3,3,Expansion,199789,23,2025-11-06,2025-05-25
5475,1785,1,12,1,2,Expansion,81067,64,2025-09-19,2025-07-28
5476,1348,5,11,3,1,Renewal,129051,21,2025-02-18,2025-01-19
5477,1882,3,14,2,2,Renewal,112469,64,2026-03-22,2025-10-02
5478,595,3,22,3,1,Renewal,213758,91,2025-10-18,2025-07-24
5479,1908,4,14,4,2,New,168463,89,2025-08-10,2025-06-30
5480,1358,2,9,3,1,New,71077,81,2025-07-11,2025-02-22
5481,378,4,14,3,3,Expansion,231844,49,2025-08-08,2025-02-25
5482,803,1,10,4,1,New,153829,76,2025-09-10,2025-04-30
5483,1459,3,18,1,3,Expansion,108054,36,2025-06-04,2025-04-13
5484,739,1,21,2,1,New,187617,35,2025-11-13,2025-06-26
5485,1670,1,15,1,1,New,137178,74,2025-10-27,2025-05-29
5486,609,3,15,5,1,Expansion,126815,31,2025-06-27,2025-03-31
5487,1821,1,16,4,1,New,169947,62,2025-12-23,2025-10-13
5488,710,5,18,3,3,New,147014,44,2025-06-10,2025-04-11
5489,1300,3,23,4,2,Renewal,13960,77,2025-12-04,2025-08-18
5490,561,1,28,4,1,Expansion,169928,71,2025-09-12,2025-03-19
5491,860,1,24,4,2,Expansion,116778,53,2026-01-14,2025-08-13
5492,1171,1,13,1,3,New,245460,41,2025-09-03,2025-05-29
5493,674,1,3,5,1,Renewal,166583,50,2025-09-06,2025-05-14
5494,160,5,29,2,2,Renewal,37386,57,2025-08-16,2025-03-08
