usage_id,customer_id,product_id,usage_date,active_users,licensed_seats,utilization_percent
31782,1632,5,2025-11-11,354,678,52.21
31783,192,3,2025-10-11,1004,1088,92.28
31784,1519,1,2025-06-05,1404,1955,71.82
31785,1271,2,2025-07-15,28,93,30.11
31786,936,3,2025-05-28,1420,1725,82.32
31787,644,4,2025-03-21,2012,4312,46.66
31788,200,1,2025-04-13,2531,3439,73.6
31789,1585,4,2025-01-29,417,531,78.53
31790,534,4,2025-09-03,736,2655,27.72
31791,1428,1,2025-01-21,1388,2961,46.88
31792,1030,4,2025-11-07,341,482,70.75
31793,806,1,2025-04-18,2241,3309,67.72
31794,869,1,2025-09-21,233,2472,9.43
31795,1651,4,2025-01-08,2755,2763,99.71
31796,19,2,2025-09-25,1309,3943,33.2
31797,1970,3,2025-06-09,2113,4107,51.45
31798,873,3,2025-11-04,709,954,74.32
31799,300,5,2025-06-27,3085,4562,67.62
31800,1445,2,2025-12-25,11,221,4.98
31801,1567,4,2025-10-14,2741,2903,94.42
31802,731,3,2025-03-06,561,1784,31.45
31803,1582,3,2025-05-14,405,4144,9.77
31804,482,4,2025-01-18,2953,4102,71.99
31805,1848,1,2025-02-02,1133,2687,42.17
31806,1361,4,2025-04-01,461,4021,11.46
31807,349,4,2025-12-01,148,2758,5.37
31808,13,1,2025-05-25,869,1345,64.61
31809,958,1,2025-06-30,1665,2762,60.28
31810,708,3,2025-07-26,405,1309,30.94
31811,673,5,2025-06-23,3306,4077,81.09
31812,1750,1,2025-06-05,1672,2432,68.75
31813,897,5,2025-03-05,2821,3183,88.63
31814,1475,1,2025-09-15,72,1189,6.06
31815,71,2,2025-11-24,396,1890,20.95
31816,1352,2,2025-04-13,132,3105,4.25
31817,237,5,2025-09-18,442,4183,10.57
31818,86,3,2025-03-27,1055,3620,29.14
31819,921,2,2025-12-19,1257,1336,94.09
31820,974,5,2025-06-06,3466,4448,77.92
31821,1343,1,2025-04-15,364,553,65.82
31822,119,1,2025-07-21,1015,3963,25.61
31823,1650,5,2025-01-18,1028,1602,64.17
31824,715,5,2025-07-13,41,978,4.19
31825,552,2,2025-08-12,2671,4503,59.32
31826,1820,3,2025-02-04,1965,2352,83.55
31827,781,2,2025-11-02,779,1375,56.65
31828,1573,3,2025-02-26,410,2346,17.48
31829,1457,4,2025-07-15,410,4730,8.67
31830,852,1,2025-11-10,878,2233,39.32
31831,924,2,2025-04-16,1580,3268,48.35
31832,1785,1,2025-08-18,3120,3441,90.67
31833,836,5,2025-02-10,1187,4890,24.27
31834,56,4,2025-04-01,51,367,13.9
31835,253,1,2025-07-19,2859,3090,92.52
31836,165,5,2025-11-11,614,2524,24.33
31837,1782,3,2025-08-21,3324,4972,66.85
31838,1351,1,2025-01-05,1911,2027,94.28
31839,910,3,2025-05-18,542,1259,43.05
31840,1540,5,2025-08-18,2150,3398,63.27
31841,322,4,2025-12-26,672,1270,52.91
31842,209,5,2025-09-18,2673,2833,94.35
31843,1056,4,2025-07-24,1663,2321,71.65
31844,1048,5,2025-05-16,2989,4872,61.35
31845,1680,1,2025-04-01,730,1608,45.4
31846,1389,4,2025-01-08,1578,2067,76.34
31847,288,4,2025-04-24,612,1807,33.87
31848,566,3,2025-11-17,278,1167,23.82
31849,1697,2,2025-05-20,1392,3279,42.45
31850,1038,2,2025-11-15,1202,4022,29.89
31851,679,1,2025-05-07,993,2842,34.94
31852,13,4,2025-09-03,915,1345,68.03
31853,554,2,2025-01-11,1395,3231,43.18
31854,1580,2,2025-03-23,2699,3040,88.78
31855,928,5,2025-02-10,220,2650,8.3
31856,823,2,2025-08-05,3178,3711,85.64
31857,356,1,2025-10-21,3271,3862,84.7
31858,1630,4,2025-12-13,1533,2309,66.39
31859,835,4,2025-11-05,3672,4543,80.83
31860,340,5,2025-04-07,326,2036,16.01
31861,1477,4,2025-11-02,186,1592,11.68
31862,1430,4,2025-12-17,1135,2603,43.6
31863,849,3,2025-11-11,100,117,85.47
31864,1047,2,2025-05-27,1384,2141,64.64
31865,1506,3,2025-12-02,1661,1688,98.4
31866,1377,4,2025-09-07,3070,4797,64.0
31867,1602,1,2025-07-07,2283,2494,91.54
31868,769,5,2025-04-06,369,4403,8.38
31869,429,2,2025-11-28,980,2070,47.34
31870,1453,4,2025-08-09,3663,4134,88.61
31871,1003,3,2025-02-02,1083,2905,37.28
31872,1034,5,2025-10-30,77,273,28.21
31873,1800,4,2025-08-04,1017,1084,93.82
31874,293,2,2025-05-14,2381,3006,79.21
31875,405,1,2025-05-06,549,697,78.77
31876,217,1,2025-02-05,26,112,23.21
31877,787,2,2025-05-30,663,1645,40.3
31878,24,3,2025-11-19,627,630,99.52
31879,109,2,2025-08-04,2323,3721,62.43
31880,996,5,2025-10-02,1587,3260,48.68
31881,181,4,2025-09-10,948,4453,21.29
31882,102,1,2025-08-20,1207,3617,33.37
31883,1070,4,2025-12-25,398,1196,33.28
31884,630,1,2025-05-02,532,2168,24.54
31885,1599,1,2025-08-14,2552,3059,83.43
31886,1834,5,2025-09-01,678,4892,13.86
31887,1892,5,2025-10-12,1483,1661,89.28
31888,929,1,2025-01-20,33,291,11.34
31889,339,5,2025-10-26,2289,4654,49.18
31890,740,1,2025-03-31,2225,2316,96.07
31891,698,3,2025-04-01,112,1249,8.97
31892,1963,2,2025-09-18,2263,4567,49.55
31893,609,1,2025-09-30,412,587,70.19
31894,251,3,2025-08-13,2911,3832,75.97
31895,1120,5,2025-09-08,4451,4470,99.57
31896,1855,2,2025-11-12,2196,2326,94.41
31897,604,2,2025-10-06,1628,3942,41.3
31898,1327,3,2025-02-22,1407,1972,71.35
31899,1065,3,2025-09-11,63,1042,6.05
31900,1244,4,2025-12-02,138,222,62.16
31901,1270,5,2025-11-21,174,476,36.55
31902,1083,1,2025-11-02,946,1142,82.84
31903,851,4,2025-10-02,3624,3848,94.18
31904,401,4,2025-06-26,1073,4046,26.52
31905,763,3,2025-02-17,1937,2372,81.66
31906,203,4,2025-03-26,1294,3587,36.07
31907,1565,5,2025-06-12,1643,2689,61.1
31908,565,2,2025-02-06,161,3110,5.18
31909,1254,1,2025-08-10,2422,2620,92.44
31910,1614,1,2025-05-28,344,659,52.2
31911,1664,2,2025-07-26,414,1945,21.29
31912,577,4,2025-12-19,256,323,79.26
31913,1531,5,2025-11-06,2277,2277,100.0
31914,760,3,2025-06-07,2663,3416,77.96
31915,1751,2,2025-02-13,118,2008,5.88
31916,1039,2,2025-02-27,4055,4928,82.28
31917,1441,2,2025-12-28,1784,2430,73.42
31918,608,4,2025-04-26,936,3385,27.65
31919,776,5,2025-10-02,2385,2637,90.44
31920,815,5,2025-03-06,3774,4599,82.06
31921,1201,1,2025-09-13,66,308,21.43
31922,821,4,2025-12-31,483,1043,46.31
31923,446,2,2025-07-16,721,753,95.75
31924,678,4,2025-07-01,383,794,48.24
31925,595,5,2025-12-07,312,1083,28.81
31926,586,4,2025-04-04,267,721,37.03
31927,1655,4,2025-01-20,1936,2869,67.48
31928,1221,4,2025-06-14,1585,3548,44.67
31929,678,4,2025-03-24,47,794,5.92
31930,169,5,2025-04-13,1309,1607,81.46
31931,392,3,2025-09-14,494,857,57.64
31932,1319,5,2025-09-11,2083,4582,45.46
31933,1796,1,2025-12-07,127,3117,4.07
31934,1047,3,2025-10-16,2071,2141,96.73
31935,1027,3,2025-03-22,1128,3069,36.75
31936,1929,3,2025-04-08,1075,1475,72.88
31937,1659,2,2025-10-10,2066,2076,99.52
31938,1341,3,2025-03-21,278,293,94.88
31939,800,2,2025-06-01,219,2621,8.36
31940,701,5,2025-10-10,312,434,71.89
31941,1419,1,2025-06-05,472,495,95.35
31942,1766,5,2025-10-07,1035,2855,36.25
31943,1303,3,2025-02-20,1799,3841,46.84
31944,98,2,2025-09-22,4348,4900,88.73
31945,378,1,2025-02-23,4092,4780,85.61
31946,1996,3,2025-04-13,468,1279,36.59
31947,1965,4,2025-01-02,298,4033,7.39
31948,903,1,2025-05-28,962,1118,86.05
31949,1408,5,2025-10-10,858,1446,59.34
31950,3,2,2025-11-23,523,634,82.49
31951,1016,5,2025-10-23,1393,3074,45.32
31952,1250,2,2025-03-29,710,2775,25.59
31953,1340,4,2025-06-25,798,3436,23.22
31954,1011,4,2025-12-21,539,791,68.14
31955,1747,4,2025-12-15,2752,4853,56.71
31956,379,4,2025-08-06,2184,3437,63.54
31957,1553,3,2025-03-16,1443,4695,30.73
31958,184,3,2025-07-11,3344,3682,90.82
31959,1507,5,2025-12-10,1831,2811,65.14
31960,147,5,2025-10-26,10,71,14.08
31961,620,4,2025-12-18,1336,1837,72.73
31962,554,5,2025-05-23,3139,3231,97.15
31963,627,4,2025-12-28,140,339,41.3
31964,834,4,2025-02-26,194,337,57.57
31965,776,1,2025-02-21,2409,2637,91.35
31966,1758,3,2025-07-06,2711,3400,79.74
31967,18,2,2025-11-02,594,751,79.09
31968,1820,2,2025-08-17,419,2352,17.81
31969,590,4,2025-05-28,746,2250,33.16
31970,420,3,2025-04-02,2372,3241,73.19
31971,1029,2,2025-11-01,1222,2058,59.38
31972,1265,2,2025-03-08,1207,1601,75.39
31973,1685,2,2025-03-22,249,1451,17.16
31974,545,5,2025-04-26,194,3682,5.27
31975,982,4,2025-03-28,1048,3685,28.44
31976,210,1,2025-07-16,335,620,54.03
31977,914,5,2025-11-27,1889,3135,60.26
31978,876,2,2025-01-03,243,452,53.76
31979,1299,1,2025-09-29,1251,1267,98.74
31980,656,2,2025-07-22,606,2758,21.97
31981,259,1,2025-06-04,3729,3892,95.81
31982,760,2,2025-12-01,1170,3416,34.25
31983,1793,1,2025-02-25,1404,3432,40.91
31984,857,4,2025-02-10,1375,2125,64.71
31985,1093,4,2025-01-23,897,2788,32.17
31986,1695,1,2025-04-14,3776,3813,99.03
31987,1741,5,2025-01-10,2227,2582,86.25
31988,584,3,2025-10-09,61,81,75.31
31989,230,2,2025-10-11,3278,3850,85.14
31990,1758,3,2025-08-24,1061,3400,31.21
31991,1841,3,2025-07-18,204,1885,10.82
31992,39,2,2025-03-06,871,2186,39.84
31993,461,4,2025-05-25,3309,3515,94.14
31994,1586,1,2025-10-07,29,480,6.04
31995,613,1,2025-02-07,1853,2031,91.24
31996,1482,1,2025-12-30,233,2726,8.55
31997,268,1,2025-11-06,165,899,18.35
31998,1351,4,2025-03-23,1032,2027,50.91
31999,935,2,2025-05-06,453,3397,13.34
32000,1261,1,2025-06-27,1831,4696,38.99
32001,696,3,2025-09-21,69,257,26.85
32002,20,3,2025-05-27,1298,1785,72.72
32003,1950,1,2025-06-09,56,902,6.21
32004,985,2,2025-03-23,429,1730,24.8
32005,1756,1,2025-01-06,2735,3926,69.66
32006,1375,5,2025-04-11,340,1626,20.91
32007,58,3,2025-03-12,2261,3314,68.23
32008,344,3,2025-01-16,64,782,8.18
32009,309,4,2025-03-22,1677,2241,74.83
32010,41,3,2025-04-23,3627,3804,95.35
32011,109,3,2025-08-31,1420,3721,38.16
32012,1917,5,2025-05-23,1895,3210,59.03
32013,374,5,2025-11-16,267,313,85.3
32014,960,4,2025-05-10,219,343,63.85
32015,1589,5,2025-12-22,2149,2363,90.94
32016,624,3,2025-06-28,853,2189,38.97
32017,1061,5,2025-01-31,893,4730,18.88
32018,1365,5,2025-03-29,775,1014,76.43
32019,1874,1,2025-07-03,207,2077,9.97
32020,481,2,2025-01-16,2537,2984,85.02
32021,1701,1,2025-02-10,465,1218,38.18
32022,1264,3,2025-04-19,1006,1116,90.14
32023,541,4,2025-03-05,1311,1474,88.94
32024,794,1,2025-02-14,38,1008,3.77
32025,1627,1,2025-05-07,466,1085,42.95
32026,419,3,2025-08-21,2138,2245,95.23
32027,41,5,2025-11-30,850,3804,22.34
32028,54,1,2025-05-29,2917,3427,85.12
32029,1545,4,2025-08-15,857,2076,41.28
32030,1147,2,2025-03-19,660,1261,52.34
32031,125,5,2025-08-12,1314,1332,98.65
32032,687,2,2025-02-21,2415,4582,52.71
32033,1806,3,2025-07-12,390,473,82.45
32034,899,4,2025-12-28,445,1304,34.13
32035,674,3,2025-08-09,3247,4202,77.27
32036,539,2,2025-08-18,1410,1811,77.86
32037,1791,2,2025-04-12,677,2424,27.93
32038,397,3,2025-05-10,838,1436,58.36
32039,987,4,2025-12-27,754,2780,27.12
32040,1017,5,2025-08-15,126,948,13.29
32041,1539,2,2025-03-04,2208,3196,69.09
32042,1836,1,2025-07-09,303,353,85.84
32043,92,4,2025-01-06,399,2916,13.68
32044,1488,1,2025-10-18,1840,3840,47.92
32045,824,2,2025-10-23,109,1236,8.82
32046,657,4,2025-02-11,492,954,51.57
32047,165,1,2025-10-14,1613,2524,63.91
32048,778,5,2025-10-10,1933,2307,83.79
32049,740,5,2025-08-22,73,2316,3.15
32050,1647,1,2025-03-21,1072,3116,34.4
32051,1142,4,2025-02-04,168,378,44.44
32052,1159,2,2025-10-12,3766,4956,75.99
32053,1089,5,2025-12-19,755,1012,74.6
32054,427,2,2025-06-22,1902,4089,46.52
32055,1687,1,2025-09-02,945,2089,45.24
32056,833,3,2025-06-18,843,3680,22.91
32057,1683,3,2025-05-19,3361,4900,68.59
32058,291,4,2025-11-30,2210,2507,88.15
32059,1548,2,2025-05-13,467,778,60.03
32060,1566,1,2025-07-05,835,3689,22.63
32061,1284,3,2025-07-04,1719,4130,41.62
32062,1822,5,2025-04-10,392,4935,7.94
32063,1603,1,2025-06-30,1618,3370,48.01
32064,677,1,2025-11-27,214,890,24.04
32065,1384,1,2025-08-21,231,2671,8.65
32066,1873,3,2025-08-10,37,129,28.68
32067,1571,1,2025-03-14,295,2043,14.44
32068,764,3,2025-12-14,2739,3995,68.56
32069,645,3,2025-01-22,548,4065,13.48
32070,1116,4,2025-01-10,105,3538,2.97
32071,743,3,2025-11-05,1675,2348,71.34
32072,93,4,2025-11-16,268,2075,12.92
32073,714,2,2025-09-07,183,2018,9.07
32074,516,5,2025-02-08,181,504,35.91
32075,1907,1,2025-05-12,325,1729,18.8
32076,972,4,2025-03-16,1376,1488,92.47
32077,1008,2,2025-07-15,1671,4753,35.16
32078,1000,4,2025-10-08,566,3027,18.7
32079,1509,2,2025-10-08,2229,2693,82.77
32080,686,4,2025-09-04,2175,3740,58.16
32081,521,4,2025-08-05,1796,2272,79.05
32082,313,3,2025-08-13,3308,4190,78.95
32083,104,2,2025-07-12,316,2334,13.54
32084,1889,2,2025-10-17,73,485,15.05
32085,1949,3,2025-07-07,2074,4567,45.41
32086,1960,2,2025-11-10,1096,2445,44.83
32087,1137,4,2025-11-21,170,2646,6.42
32088,1418,4,2025-05-24,1993,2101,94.86
32089,1366,4,2025-10-17,3671,4030,91.09
32090,280,2,2025-11-22,165,3613,4.57
32091,825,3,2025-04-12,48,634,7.57
32092,861,3,2025-11-15,2958,4934,59.95
32093,959,5,2025-04-04,272,1371,19.84
32094,74,4,2025-06-09,603,923,65.33
32095,929,2,2025-07-06,237,291,81.44
32096,197,3,2025-03-25,201,588,34.18
32097,831,2,2025-01-19,2186,3302,66.2
32098,1707,2,2025-12-18,397,1257,31.58
32099,433,3,2025-02-20,2309,3312,69.72
32100,323,5,2025-08-01,1380,1381,99.93
32101,1547,4,2025-11-19,1372,2121,64.69
32102,1525,4,2025-07-06,1135,1872,60.63
32103,313,2,2025-03-13,3434,4190,81.96
32104,1583,3,2025-04-03,107,331,32.33
32105,1479,3,2025-01-19,289,312,92.63
32106,383,2,2025-05-10,950,1232,77.11
32107,796,4,2025-08-01,2661,3824,69.59
32108,1084,1,2025-04-25,459,711,64.56
32109,1591,5,2025-06-19,1169,4778,24.47
32110,574,1,2025-06-30,261,444,58.78
32111,97,4,2025-10-20,3649,4766,76.56
32112,1830,1,2025-09-17,1432,2373,60.35
32113,1436,4,2025-10-07,2576,2742,93.95
32114,1001,4,2025-12-24,506,2710,18.67
32115,1493,4,2025-05-17,2968,4092,72.53
32116,925,4,2025-07-05,540,3468,15.57
32117,449,4,2025-08-19,172,992,17.34
32118,407,4,2025-08-03,377,815,46.26
32119,830,4,2025-06-10,560,832,67.31
32120,1115,2,2025-01-08,259,629,41.18
32121,1088,2,2025-12-24,1390,2899,47.95
32122,570,1,2025-03-31,801,1859,43.09
32123,684,4,2025-01-17,1345,1586,84.8
32124,1577,4,2025-07-09,1261,2433,51.83
32125,1821,5,2025-02-04,1307,1407,92.89
32126,197,2,2025-01-16,255,588,43.37
32127,16,1,2025-08-05,4382,4956,88.42
32128,1286,3,2025-08-30,141,714,19.75
32129,1483,2,2025-09-07,2828,4444,63.64
32130,402,1,2025-01-14,131,147,89.12
32131,1140,2,2025-03-04,2459,2471,99.51
32132,1125,3,2025-11-01,478,706,67.71
32133,1361,5,2025-04-17,801,4021,19.92
32134,1402,2,2025-04-20,1164,3133,37.15
32135,1688,4,2025-09-09,922,3073,30.0
32136,1314,4,2025-05-21,591,3697,15.99
32137,1772,2,2025-04-06,2083,2293,90.84
32138,447,3,2025-03-19,1003,3780,26.53
32139,961,5,2025-10-13,233,604,38.58
32140,1161,3,2025-09-05,355,2176,16.31
32141,1746,2,2025-01-05,2486,4163,59.72
32142,1879,2,2025-03-09,745,973,76.57
32143,1730,5,2025-09-19,1315,3901,33.71
32144,1638,1,2025-04-30,3138,3155,99.46
32145,915,1,2025-02-22,1476,1694,87.13
32146,1947,3,2025-12-14,529,560,94.46
32147,1013,4,2025-07-23,605,4784,12.65
32148,808,1,2025-08-08,1044,3795,27.51
32149,679,1,2025-06-22,143,2842,5.03
32150,1249,4,2025-02-01,1411,2294,61.51
32151,1180,5,2025-09-08,698,4186,16.67
32152,1313,5,2025-05-16,602,3932,15.31
32153,45,3,2025-04-19,101,926,10.91
32154,1025,3,2025-03-28,842,3529,23.86
32155,522,3,2025-02-08,230,1519,15.14
32156,1495,4,2025-05-27,821,1748,46.97
32157,1242,4,2025-11-26,189,2642,7.15
32158,1095,2,2025-01-13,367,630,58.25
32159,1816,2,2025-02-20,1186,1827,64.92
32160,531,3,2025-09-27,321,745,43.09
32161,901,5,2025-04-10,2195,2803,78.31
32162,968,2,2025-02-06,848,1016,83.46
32163,1847,3,2025-05-10,746,1052,70.91
32164,1032,3,2025-01-09,795,1422,55.91
32165,1820,1,2025-04-25,1460,2352,62.07
32166,1496,4,2025-05-09,2616,3833,68.25
32167,196,1,2025-05-11,1425,3683,38.69
32168,808,4,2025-11-11,2654,3795,69.93
32169,465,5,2025-06-09,1962,3401,57.69
32170,314,2,2025-08-08,448,448,100.0
32171,881,1,2025-12-09,682,1602,42.57
32172,1945,2,2025-09-18,22,314,7.01
32173,104,4,2025-11-26,972,2334,41.65
32174,1826,2,2025-06-03,1502,2693,55.77
32175,293,1,2025-01-04,490,3006,16.3
32176,319,3,2025-09-11,460,1104,41.67
32177,412,5,2025-08-18,2323,3312,70.14
32178,1299,2,2025-07-12,891,1267,70.32
32179,1643,5,2025-10-16,1759,2494,70.53
32180,98,2,2025-02-24,632,4900,12.9
32181,457,4,2025-11-07,1561,2900,53.83
32182,1859,4,2025-06-16,1144,2953,38.74
32183,1046,5,2025-11-05,1577,3587,43.96
32184,481,3,2025-02-22,1510,2984,50.6
32185,1643,5,2025-01-11,2457,2494,98.52
32186,671,2,2025-02-08,2557,3997,63.97
32187,27,3,2025-04-04,2413,3519,68.57
32188,854,4,2025-05-16,696,3202,21.74
32189,121,4,2025-02-28,365,747,48.86
32190,158,4,2025-07-21,2733,3684,74.19
32191,1485,1,2025-07-21,148,1350,10.96
32192,1203,3,2025-10-31,98,4610,2.13
32193,761,1,2025-09-05,877,1153,76.06
32194,459,2,2025-08-19,566,2551,22.19
32195,432,1,2025-02-10,2278,2511,90.72
32196,464,4,2025-08-13,318,1168,27.23
32197,1940,5,2025-10-22,193,1016,19.0
32198,1853,2,2025-04-20,855,1311,65.22
32199,1747,1,2025-12-19,241,4853,4.97
32200,1127,5,2025-02-22,1252,1282,97.66
32201,1330,3,2025-10-04,1592,4653,34.21
32202,694,5,2025-06-18,822,995,82.61
32203,986,2,2025-07-21,69,83,83.13
32204,137,5,2025-06-23,1240,2411,51.43
32205,1457,2,2025-02-14,1917,4730,40.53
32206,1264,3,2025-04-27,489,1116,43.82
32207,1636,1,2025-11-25,3066,3725,82.31
32208,381,3,2025-05-31,2580,4346,59.36
32209,1750,1,2025-04-02,1508,2432,62.01
32210,932,5,2025-01-12,197,263,74.9
32211,1233,3,2025-11-09,125,1355,9.23
32212,1957,5,2025-02-17,24,3433,0.7
32213,937,2,2025-03-13,44,2711,1.62
32214,1367,5,2025-12-31,296,448,66.07
32215,436,5,2025-10-10,2802,4556,61.5
32216,1759,4,2025-08-23,1203,3111,38.67
32217,1142,1,2025-07-19,90,378,23.81
32218,1563,5,2025-05-22,3894,4980,78.19
32219,1228,2,2025-11-27,1704,3616,47.12
32220,1336,5,2025-09-05,93,2791,3.33
32221,365,3,2025-07-07,4429,4627,95.72
32222,501,5,2025-09-06,470,973,48.3
32223,1263,5,2025-09-22,789,1610,49.01
32224,1229,2,2025-06-17,2530,3428,73.8
32225,445,5,2025-07-07,1770,2875,61.57
32226,1366,2,2025-02-12,136,4030,3.37
32227,1794,1,2025-07-28,853,2242,38.05
32228,920,2,2025-11-08,283,375,75.47
32229,1411,5,2025-02-20,26,66,39.39
32230,94,5,2025-04-20,405,1084,37.36
32231,14,1,2025-05-15,1478,4150,35.61
32232,1513,2,2025-06-11,896,3072,29.17
32233,783,1,2025-03-31,124,796,15.58
32234,1306,3,2025-05-04,388,690,56.23
32235,766,2,2025-08-20,2688,3764,71.41
32236,1241,3,2025-06-05,212,2133,9.94
32237,1298,4,2025-07-23,1153,2431,47.43
32238,45,5,2025-02-28,437,926,47.19
32239,1282,3,2025-12-19,234,1428,16.39
32240,952,3,2025-07-31,594,1013,58.64
32241,590,1,2025-12-24,1981,2250,88.04
32242,1013,1,2025-09-20,1752,4784,36.62
32243,185,1,2025-07-18,310,4510,6.87
32244,1490,3,2025-11-16,595,2090,28.47
32245,1064,1,2025-12-06,168,624,26.92
32246,840,3,2025-01-31,670,4079,16.43
32247,1065,4,2025-11-21,789,1042,75.72
32248,1390,5,2025-03-05,564,737,76.53
32249,1481,2,2025-04-10,570,3774,15.1
32250,1049,2,2025-08-11,1289,2616,49.27
32251,575,5,2025-11-16,2805,3441,81.52
32252,1420,5,2025-07-25,319,833,38.3
32253,997,4,2025-07-14,2362,2772,85.21
32254,301,3,2025-10-30,1575,4167,37.8
32255,1187,3,2025-12-09,704,997,70.61
32256,1356,2,2025-07-11,2950,3009,98.04
32257,126,3,2025-08-08,878,2435,36.06
32258,625,5,2025-02-06,107,515,20.78
32259,1654,5,2025-06-04,215,1126,19.09
32260,935,1,2025-04-13,1866,3397,54.93
32261,1212,5,2025-09-25,908,987,92.0
32262,1229,5,2025-12-26,659,3428,19.22
32263,956,1,2025-02-03,1637,2054,79.7
32264,801,1,2025-10-02,516,1607,32.11
32265,1661,2,2025-07-01,704,1929,36.5
32266,693,2,2025-11-17,493,2878,17.13
32267,39,4,2025-05-18,393,2186,17.98
32268,671,4,2025-02-27,1465,3997,36.65
32269,1230,1,2025-09-06,4394,4975,88.32
32270,1499,3,2025-10-14,4295,4542,94.56
32271,1105,3,2025-05-27,146,758,19.26
32272,987,2,2025-01-03,1832,2780,65.9
32273,1919,3,2025-03-02,69,140,49.29
32274,76,4,2025-10-02,1552,4401,35.26
32275,1732,2,2025-06-02,3977,4999,79.56
32276,1109,1,2025-07-15,2616,4180,62.58
32277,132,1,2025-04-25,317,3589,8.83
32278,207,1,2025-12-01,718,991,72.45
32279,1430,5,2025-09-08,360,2603,13.83
32280,1611,3,2025-06-21,30,861,3.48
32281,505,5,2025-11-10,826,2197,37.6
32282,1299,5,2025-01-16,672,1267,53.04
32283,1910,3,2025-03-15,4092,4308,94.99
32284,811,4,2025-04-01,1877,2256,83.2
32285,1953,1,2025-06-10,2791,4576,60.99
32286,371,2,2025-09-04,3662,4382,83.57
32287,52,1,2025-09-09,796,2981,26.7
32288,643,1,2025-01-20,1075,1418,75.81
32289,1422,1,2025-01-12,77,498,15.46
32290,38,4,2025-11-11,2568,4792,53.59
32291,652,4,2025-05-18,548,1173,46.72
32292,1363,3,2025-12-12,4020,4629,86.84
32293,1282,3,2025-09-29,1065,1428,74.58
32294,782,4,2025-01-05,1935,4560,42.43
32295,352,5,2025-01-20,3206,3333,96.19
32296,1193,1,2025-10-17,3142,4923,63.82
32297,736,2,2025-02-01,26,869,2.99
32298,1823,5,2025-07-08,775,3566,21.73
32299,238,2,2025-07-23,1909,3649,52.32
32300,1527,5,2025-06-01,591,1722,34.32
32301,1077,2,2025-11-01,53,847,6.26
32302,1111,4,2025-08-18,1462,3381,43.24
32303,1896,1,2025-07-05,1080,2098,51.48
32304,853,5,2025-03-31,456,1624,28.08
32305,558,3,2025-02-06,207,1473,14.05
32306,1554,4,2025-07-08,578,1621,35.66
32307,1245,5,2025-09-19,280,2122,13.2
32308,1600,1,2025-08-15,1080,4057,26.62
32309,1359,2,2025-11-29,362,4868,7.44
32310,1490,2,2025-04-18,2045,2090,97.85
32311,11,5,2025-11-20,4043,4384,92.22
32312,1478,5,2025-07-07,1835,2545,72.1
32313,1113,5,2025-07-10,489,3812,12.83
32314,675,2,2025-01-21,3313,3810,86.96
32315,206,4,2025-12-10,364,1317,27.64
32316,1275,4,2025-03-10,4041,4139,97.63
32317,1778,2,2025-06-23,74,166,44.58
32318,1329,5,2025-01-07,2637,2816,93.64
32319,346,2,2025-05-25,281,356,78.93
32320,639,5,2025-11-03,1262,3567,35.38
32321,1566,5,2025-02-04,3476,3689,94.23
32322,688,3,2025-10-30,656,1101,59.58
32323,389,1,2025-04-22,352,3973,8.86
32324,891,3,2025-03-16,522,2963,17.62
32325,914,5,2025-05-19,320,3135,10.21
32326,346,2,2025-10-07,85,356,23.88
32327,1833,4,2025-08-05,724,3500,20.69
32328,1742,4,2025-06-10,783,2255,34.72
32329,1604,1,2025-02-09,351,573,61.26
32330,1420,2,2025-02-04,108,833,12.97
32331,235,4,2025-06-16,1882,3734,50.4
32332,330,1,2025-02-16,2215,3432,64.54
32333,553,1,2025-01-18,1887,4510,41.84
32334,989,4,2025-04-05,141,2397,5.88
32335,1118,5,2025-09-20,1410,3044,46.32
32336,986,4,2025-07-06,50,83,60.24
32337,732,1,2025-04-14,630,2120,29.72
32338,240,4,2025-03-13,225,589,38.2
32339,790,2,2025-04-24,2001,4291,46.63
32340,631,2,2025-02-22,1651,2960,55.78
32341,624,3,2025-12-25,1720,2189,78.57
32342,1288,3,2025-04-07,2576,2711,95.02
32343,572,1,2025-11-15,2312,2800,82.57
32344,1349,2,2025-01-31,3517,4313,81.54
32345,1454,2,2025-07-18,4045,4354,92.9
32346,355,1,2025-06-02,1255,2192,57.25
32347,598,4,2025-11-29,191,4307,4.43
32348,565,1,2025-03-01,2932,3110,94.28
32349,827,4,2025-08-25,979,2272,43.09
32350,1763,5,2025-09-03,2561,2908,88.07
32351,1875,3,2025-01-26,902,1920,46.98
32352,1197,4,2025-07-05,26,293,8.87
32353,1760,2,2025-09-17,366,399,91.73
32354,1198,3,2025-05-15,326,1517,21.49
32355,1022,5,2025-02-04,258,4037,6.39
32356,1599,5,2025-06-27,312,3059,10.2
32357,1224,2,2025-04-24,1966,4535,43.35
32358,1718,5,2025-10-01,2927,4979,58.79
32359,944,4,2025-06-07,2405,4151,57.94
32360,1283,5,2025-12-09,2412,4830,49.94
32361,1641,3,2025-09-12,1393,1831,76.08
32362,1334,4,2025-09-04,1443,1732,83.31
32363,1315,5,2025-01-23,722,1699,42.5
32364,1146,4,2025-10-06,2529,4067,62.18
32365,1197,1,2025-11-11,243,293,82.94
32366,1483,3,2025-03-29,540,4444,12.15
32367,494,3,2025-07-08,1093,1140,95.88
